j,ID_unique,POINT_X,POINT_Y,Y,LandPrice,Grid_supply,Actual_required_MW,Available_intake_MW,Chosen_BatTypes
1679,4945,160861.4365,385685.5836,1.0,294.3999939,111,121.8170066,109,0
1682,4951,161695.549,388074.2004,1.0,298.7999878,207,197.6820818,190,0
1683,4952,158339.1252,381397.3623,1.0,301.7912598,77,110.1706551,64,0
1684,4954,163607.424,382922.35,1.0,284.4269104,207,197.6820818,190,0
1688,4967,162099.7565,387949.5853,1.0,330.4436646,207,197.6820818,190,0
1689,4968,161205.2079,383885.0254,1.0,296.9534912,207,197.6820818,190,0
1691,4970,158075.648,383541.3132,1.0,339.4429932,77,110.1706551,64,0
1692,4971,158433.5582,383283.3972,1.0,307.6480103,77,110.1706551,64,0
1693,4973,159398.5507,383651.4327,1.0,227.3961792,77,110.1706551,64,0
1694,4974,159921.7328,387892.0743,1.0,308.6666565,207,197.6820818,190,0
1696,4976,161275.6825,387239.4913,1.0,303.1319885,207,197.6820818,190,0
1697,4978,160708.3977,384098.184,1.0,240.3000031,111,121.8170066,109,0
1699,4991,162584.6565,387761.0763,1.0,249.2247162,207,197.6820818,190,0
1700,4995,160289.9479,384244.7528,1.0,227.2885437,111,121.8170066,109,0
1701,4999,159730.9394,384323.2361,1.0,312.3108215,111,121.8170066,109,0
1704,5003,162047.5807,387612.194,1.0,289.6403198,207,197.6820818,190,0
1707,5012,161833.3142,381506.9749,1.0,328.6183167,207,197.6820818,190,0
1710,5016,160968.2457,384132.4713,1.0,321.3599854,207,197.6820818,190,0
1711,5018,161333.332,383276.0693,1.0,293.0938416,111,121.8170066,109,0
1715,5031,162165.3276,385137.6969,1.0,376.3954773,207,197.6820818,190,0
1717,5040,160605.1717,384792.2539,1.0,312.6000061,111,121.8170066,109,0
1720,5048,162529.5385,381804.6468,1.0,361.1600037,207,197.6820818,190,0
1721,5054,159834.6153,382508.4373,1.0,308.8176575,77,110.1706551,64,0
1722,5060,161013.4072,382725.9888,1.0,317.3399963,77,110.1706551,64,0
1723,5062,158955.9379,382826.2725,1.0,349.4370117,77,110.1706551,64,0
1725,5068,163645.4549,382006.7107,1.0,326.4184875,207,197.6820818,190,0
1727,5073,160331.8828,387031.6945,1.0,253.2256165,111,121.8170066,109,0
1728,5078,161070.3401,384927.3681,1.0,270.0531921,111,121.8170066,109,0
1729,5079,162750.6006,387818.6393,1.0,315.7437744,207,197.6820818,190,0
1731,5090,159161.9005,381189.2687,1.0,291.0400085,77,110.1706551,64,0
1732,5094,160776.4503,385383.1865,1.0,320.1910095,111,121.8170066,109,0
1733,5101,163102.7107,381510.6974,1.0,336.2000122,207,197.6820818,190,0
1734,5107,159559.6687,381500.9481,1.0,280.2919617,77,110.1706551,64,0
1738,5123,159574.5396,381028.8837,1.0,271.0799866,77,110.1706551,64,0
1740,5131,160048.2897,384953.62,1.0,360.7073364,111,121.8170066,109,0
1741,5133,161608.2604,384982.2233,1.0,273.6600037,207,197.6820818,190,0
1743,5141,159302.1342,383428.2401,1.0,318.2720337,77,110.1706551,64,0
1744,5145,159813.4504,384658.8658,1.0,218.8378906,111,121.8170066,109,0
1745,5146,162324.4301,387702.9698,1.0,307.7062683,207,197.6820818,190,0
1747,5159,161956.3214,387539.3096,1.0,296.3525085,207,197.6820818,190,0
1748,5164,162197.7482,381777.0384,1.0,292.5499878,207,197.6820818,190,0
1750,5167,159459.0317,384740.4504,1.0,342.4592896,111,121.8170066,109,0
1752,5172,159727.3379,381851.9923,1.0,232.1041718,77,110.1706551,64,0
1753,5173,159268.1602,384166.3413,1.0,284.3426208,77,110.1706551,64,0
1754,5174,158867.6846,383620.9597,1.0,274.6143188,77,110.1706551,64,0
1755,5175,164120.185,383307.3379,1.0,241.9199982,207,197.6820818,190,0
1756,5176,160916.2346,386447.7705,1.0,293.7258606,111,121.8170066,109,0
1758,5181,160741.4638,385884.8794,1.0,264.3418884,111,121.8170066,109,0
1759,5182,159280.4349,383140.5187,1.0,304.2440491,77,110.1706551,64,0
1761,5189,163617.5983,381885.4755,1.0,312.8000183,207,197.6820818,190,0
1762,5195,160447.931,385119.842,1.0,332.0417786,111,121.8170066,109,0
1766,5205,161283.4383,384884.2916,1.0,325.6575012,207,197.6820818,190,0
1770,5213,162725.3891,387517.1967,1.0,309.0599976,207,197.6820818,190,0
1773,5221,160437.3651,385299.9474,1.0,322.5284424,111,121.8170066,109,0
1775,5225,160069.4185,387466.2512,1.0,323.8802185,207,197.6820818,190,0
1776,5227,163395.6121,381252.3693,1.0,293.9678345,207,197.6820818,190,0
1777,5228,160761.3782,387005.6673,1.0,309.480011,111,121.8170066,109,0
1779,5232,163832.7984,383905.1404,1.0,293.6000061,207,197.6820818,190,0
1780,5233,160673.291,386413.2478,1.0,253.7715454,111,121.8170066,109,0
1781,5235,162151.8397,387145.774,1.0,279.721405,207,197.6820818,190,0
1782,5237,162358.1909,381673.7522,1.0,333.8770142,207,197.6820818,190,0
1783,5239,160477.2284,387716.5631,1.0,303.4599915,207,197.6820818,190,0
1785,5244,163242.7101,381442.2726,1.0,279.1504822,207,197.6820818,190,0
1787,5252,162755.9016,383135.6468,1.0,291.891449,207,197.6820818,190,0
1789,5260,158312.5868,383572.8001,1.0,284.1199951,77,110.1706551,64,0
1790,5262,163511.8768,383872.3695,1.0,368.7999878,207,197.6820818,190,0
1793,5270,159378.7984,381744.9407,1.0,238.3400116,77,110.1706551,64,0
1798,5280,160601.9979,386110.6918,1.0,252.880188,111,121.8170066,109,0
1799,5281,160365.9574,387898.5878,1.0,297.2993469,207,197.6820818,190,0
1804,5291,160398.4014,386820.9942,1.0,308.1499939,111,121.8170066,109,0
1805,5292,160624.5962,387202.4007,1.0,321.4058228,111,121.8170066,109,0
1806,5296,163825.0065,383394.7431,1.0,298.0,207,197.6820818,190,0
1807,5300,158561.2043,381535.2998,1.0,316.573822,77,110.1706551,64,0
1808,5304,160243.4473,387615.6861,1.0,333.5152893,207,197.6820818,190,0
1812,5316,161666.1843,385377.5135,1.0,302.2799988,207,197.6820818,190,0
1815,5328,161158.1698,385255.1763,1.0,294.2999878,111,121.8170066,109,0
1816,5330,159229.5784,384072.8502,1.0,285.9929199,77,110.1706551,64,0
1819,5349,160737.2828,383884.6319,1.0,285.0993042,111,121.8170066,109,0
1820,5350,160016.7326,387934.8184,1.0,332.505249,207,197.6820818,190,0
1823,5367,163123.4155,383058.551,1.0,303.5909424,207,197.6820818,190,0
1825,5374,163804.4515,383619.6909,1.0,320.8500061,207,197.6820818,190,0
1828,5381,159754.1579,383193.361,1.0,303.1650391,77,110.1706551,64,0
1829,5383,160740.1991,386888.779,1.0,268.189209,111,121.8170066,109,0
1831,5400,162798.7842,381513.5557,1.0,316.6000061,207,197.6820818,190,0
1832,5403,159602.6107,384744.8528,1.0,263.6104736,111,121.8170066,109,0
1833,5406,162620.8563,381370.5295,1.0,341.7000122,207,197.6820818,190,0
1834,5408,158965.479,383518.1281,1.0,281.6484375,77,110.1706551,64,0
1836,5417,160199.1996,382609.383,1.0,288.0,77,110.1706551,64,0
1839,5425,161827.9511,385700.1547,1.0,262.4963989,207,197.6820818,190,0
1840,5429,161724.9631,387754.7236,1.0,331.3651123,207,197.6820818,190,0
1841,5430,159444.3739,384274.8087,1.0,336.151123,77,110.1706551,64,0
1842,5433,158256.2291,381336.2167,1.0,315.25,77,110.1706551,64,0
1843,5443,157835.8983,380896.4939,1.0,341.8355408,77,110.1706551,64,0
1846,5452,160247.8917,385369.1147,1.0,260.0436707,111,121.8170066,109,0
1848,5454,159043.9533,383817.6916,1.0,288.6059265,77,110.1706551,64,0
1851,5460,161220.6096,383117.5427,1.0,300.7000122,77,110.1706551,64,0
1852,5464,163564.8094,383412.1064,1.0,301.3760071,207,197.6820818,190,0
1853,5472,163970.9597,383167.2273,1.0,301.7598267,207,197.6820818,190,0
1854,5477,159459.1284,381578.7651,1.0,270.0274963,77,110.1706551,64,0
1855,5478,158667.2287,383885.1155,1.0,291.7600098,77,110.1706551,64,0
1857,5481,159564.2827,384069.0469,1.0,313.1611938,111,121.8170066,109,0
1858,5484,158010.1857,381199.3278,1.0,257.8529663,77,110.1706551,64,0
1862,5493,160940.498,385175.6872,1.0,340.2083435,111,121.8170066,109,0
1863,5494,160343.4847,382572.2533,1.0,253.3996582,77,110.1706551,64,0
1864,5505,162356.7059,381197.1689,1.0,310.56604,207,197.6820818,190,0
1866,5521,161287.5582,387825.3264,1.0,313.8001404,207,197.6820818,190,0
1867,5522,163384.5923,382809.2566,1.0,328.3842163,207,197.6820818,190,0
1872,5537,159299.2648,381509.0343,1.0,255.6000061,77,110.1706551,64,0
1875,5540,160999.6086,386255.9533,1.0,296.3443909,111,121.8170066,109,0
1876,5544,161194.3602,385479.5171,1.0,271.8500061,111,121.8170066,109,0
1880,5557,159580.3248,380845.6685,1.0,324.4231262,77,110.1706551,64,0
1883,5562,163529.8018,383112.4988,1.0,294.6176453,207,197.6820818,190,0
1885,5564,157853.8779,381100.8468,1.0,203.0663757,77,110.1706551,64,0
1886,5566,159838.5144,381147.6522,1.0,306.9824524,77,110.1706551,64,0
1887,5567,160595.539,384042.9996,1.0,324.5835571,111,121.8170066,109,0
1889,5570,157753.2337,383355.0375,1.0,353.7752991,77,110.1706551,64,0
1892,5585,160634.0663,384488.7639,1.0,318.4665833,111,121.8170066,109,0
1894,5590,160470.2912,381618.1636,1.0,318.4399109,77,110.1706551,64,0
1895,5591,160902.0384,386201.4702,1.0,313.4926147,111,121.8170066,109,0
1896,5594,159740.154,385141.8851,1.0,283.3765869,111,121.8170066,109,0
1899,5608,162563.3376,387261.205,1.0,305.5136108,207,197.6820818,190,0
1900,5609,160560.5987,386999.1135,1.0,329.4416809,111,121.8170066,109,0
1901,5610,161867.5223,385414.3661,1.0,250.3343964,207,197.6820818,190,0
1902,5613,159717.5509,383703.1261,1.0,329.8999939,77,110.1706551,64,0
1904,5615,161056.7917,382836.5381,1.0,322.6000061,77,110.1706551,64,0
1905,5618,161037.7858,384418.6447,1.0,291.2529907,111,121.8170066,109,0
1909,5634,160935.0697,387224.3768,1.0,338.261322,207,197.6820818,190,0
1911,5639,157936.7944,380840.4377,1.0,400.2470093,77,110.1706551,64,0
1912,5641,159818.9975,381453.2607,1.0,299.5916443,77,110.1706551,64,0
1914,5653,159358.5569,381878.3458,1.0,286.0799866,77,110.1706551,64,0
1915,5655,159536.4795,385810.8914,1.0,449.0401306,111,121.8170066,109,0
1917,5663,159823.8381,386029.8587,1.0,339.6803284,111,121.8170066,109,0
1919,5674,161430.785,386755.8166,1.0,335.2799988,111,121.8170066,109,0
1921,5680,161370.8684,385568.7195,1.0,293.8181152,207,197.6820818,190,0
1923,5682,159892.3906,380951.4712,1.0,302.500061,77,110.1706551,64,0
1926,5695,160471.013,384652.7466,1.0,295.1940918,111,121.8170066,109,0
1930,5709,163897.4692,383993.435,1.0,345.1218262,207,197.6820818,190,0
1931,5710,160303.1991,386239.0754,1.0,247.003479,111,121.8170066,109,0
1932,5715,164333.7975,384045.8649,1.0,278.3049011,207,197.6820818,190,0
1933,5716,159660.2217,385934.4768,1.0,436.697113,111,121.8170066,109,0
1936,5725,157854.7292,383185.0524,1.0,392.5377808,77,110.1706551,64,0
1937,5729,161504.6621,384003.6237,1.0,367.7240906,207,197.6820818,190,0
1938,5735,162995.5215,383175.9567,1.0,249.8200073,207,197.6820818,190,0
1939,5737,160314.7427,384016.8358,1.0,314.5942993,111,121.8170066,109,0
1940,5738,159551.0781,381774.4269,1.0,315.2378235,77,110.1706551,64,0
1942,5741,162170.3513,388048.5855,1.0,291.4298706,207,197.6820818,190,0
1943,5747,161036.4233,387273.0084,1.0,279.5392761,207,197.6820818,190,0
1944,5748,160872.3346,384808.8326,1.0,193.8399963,111,121.8170066,109,0
1946,5753,158466.616,383944.3615,1.0,274.4755249,77,110.1706551,64,0
1950,5762,163106.6683,382078.0285,1.0,288.5,207,197.6820818,190,0
1951,5765,162489.1009,387730.4755,1.0,267.9200134,207,197.6820818,190,0
1952,5768,159810.5885,380841.1789,1.0,305.342865,77,110.1706551,64,0
1953,5771,159270.3582,383866.7991,1.0,258.5933533,77,110.1706551,64,0
1954,5778,161165.9202,384847.8817,1.0,289.868927,111,121.8170066,109,0
1958,5787,160118.0786,385900.2004,1.0,314.8999939,111,121.8170066,109,0
1960,5795,159656.2632,383478.3539,1.0,319.4221191,77,110.1706551,64,0
1961,5797,159970.4444,382100.1878,1.0,234.5466461,77,110.1706551,64,0
1962,5801,161615.9123,387089.796,1.0,335.8800049,111,121.8170066,109,0
1966,5805,161268.6986,386685.4487,1.0,280.2181702,111,121.8170066,109,0
1967,5806,158141.5016,383202.167,1.0,338.4998474,77,110.1706551,64,0
1968,5812,162057.7413,385818.7771,1.0,304.5339966,207,197.6820818,190,0
1969,5813,158208.1552,383372.6784,1.0,300.8800049,77,110.1706551,64,0
1970,5815,161030.9614,386720.515,1.0,293.0491333,111,121.8170066,109,0
1972,5818,162029.5191,385446.5172,1.0,271.234375,207,197.6820818,190,0
1975,5831,163242.3314,382668.0897,1.0,339.8471375,207,197.6820818,190,0
1977,5836,159087.6967,383544.0922,1.0,262.2772217,77,110.1706551,64,0
1979,5843,163608.3323,382243.1426,1.0,334.8284302,207,197.6820818,190,0
1981,5849,158739.2454,383202.5882,1.0,350.7296448,77,110.1706551,64,0
1982,5851,159621.1421,383951.5145,1.0,321.4183044,77,110.1706551,64,0
1985,5862,159495.1967,384574.9808,1.0,333.769165,111,121.8170066,109,0
1989,5872,162463.618,383269.9219,1.0,280.3603821,207,197.6820818,190,0
1992,5885,161894.6806,382925.6876,1.0,343.1975403,207,197.6820818,190,0
1993,5886,160419.6282,387378.9655,1.0,295.1099854,111,121.8170066,109,0
2001,5907,164026.2326,383615.625,1.0,334.230011,207,197.6820818,190,0
2003,5913,161419.4786,386549.6491,1.0,250.1483612,111,121.8170066,109,0
2004,5915,161144.1592,387502.8264,1.0,320.5533447,207,197.6820818,190,0
2005,5917,160035.5738,381502.2875,1.0,297.0100708,77,110.1706551,64,0
2006,5919,159479.9281,384916.5073,1.0,280.9387207,111,121.8170066,109,0
2009,5931,159245.9688,381703.0019,1.0,261.6811523,77,110.1706551,64,0
2012,5937,161584.7725,387220.6627,1.0,254.5,111,121.8170066,109,0
2013,5941,159367.1849,381095.5774,1.0,289.709198,77,110.1706551,64,0
2014,5943,160122.2244,381564.6238,1.0,274.8800049,77,110.1706551,64,0
2016,5949,161207.9072,383662.825,1.0,299.5942993,111,121.8170066,109,0
2017,5955,162657.1622,383319.1931,1.0,299.0921936,207,197.6820818,190,0
2018,5956,161731.6399,382955.6859,1.0,347.2799988,111,121.8170066,109,0
2019,5957,160578.3219,385754.6927,1.0,288.20578,111,121.8170066,109,0
2020,5959,161625.3994,385917.1921,1.0,290.1199951,207,197.6820818,190,0
2022,5973,161332.7672,387626.9488,1.0,323.9379883,207,197.6820818,190,0
2027,5989,160496.4608,386786.9415,1.0,289.5,111,121.8170066,109,0
2028,5990,161633.9427,387879.7736,1.0,308.0230103,207,197.6820818,190,0
2031,5997,163275.9948,383941.3251,1.0,325.1307068,207,197.6820818,190,0
2032,6000,161490.94,383559.1182,1.0,322.5411682,207,197.6820818,190,0
